spkid,full_name,diameter,name,velocity,energy,per,moid,pdes,prefix,neo,pha,sats,H,G,M1,M2,K1,K2,PC,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per_y,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A1_sigma,A2,A2_sigma,A3,A3_sigma,DT,DT_sigma
20249886,249886 (2001 RY11),1.201,,24.456943479774985,8.13810452082722e+20,660,0.197,249886,,Y,N,0,17.62,,,,,,,,0.051,,,,,,,,,0.04,187,2461000.5,61000,2025-11-21.0,J2000,0.2834,1.483,1.063,22.85,295.49,71.55,124.77,1.90,0.5457,2460771.86,2025-04-06.3,1.81,76.6,3.67,4.45,5.1e-09,1.5e-09,8.5e-09,3.2e-07,8.2e-07,1.4e-06,1.5e-06,1.9e-09,8.2e-10,2.4e-06,9.9e-07,AMO,Otto Matic,11602,1992-08-03,2024-05-09,1799,,,0,.38821,,,,,,,,,
20108519,108519 (2001 LF),1.423,,23.516385637879505,1.2515428644920204e+21,742,0.159,108519,,Y,N,0,17.94,,,,,,,,0.060,4.495,,,,,,,,0.61,232,2461000.5,61000,2025-11-21.0,J2000,0.2710,1.604,1.169,16.40,267.25,343.93,29.48,2.04,0.4854,2460939.77,2025-09-21.2,2.03,61.7,3.03,4.27,1.1e-08,5.7e-10,1.8e-08,4.5e-07,1.2e-06,2.5e-06,3.2e-06,7.2e-10,2.6e-10,6.5e-06,3.9e-07,AMO,Otto Matic,12897,1989-09-08,2024-12-30,1083,,,0,.5824,,,,,,,,,
20175706,175706 (1996 FG3),1.196,,28.996563142071754,1.1297347081073259e+21,396,0.0281,175706,,Y,Y,1,18.30,,,,,,,,0.072,3.5942,,,,,C,,,0.36,224,2461000.5,61000,2025-11-21.0,J2000,0.3501,1.055,0.685,1.97,299.47,24.06,36.65,1.42,0.9098,2460960.21,2025-10-11.7,1.08,10.9,3.88,5.78,6.4e-09,1.0e-09,6.8e-09,1.2e-06,4.2e-05,4.2e-05,2.2e-06,1.4e-09,1.3e-09,2.4e-06,5.7e-07,APO,Otto Matic,14371,1985-12-17,2025-04-22,3068,6,1,0,.32383,,,,-1.2e-14,1.6e-15,,,,
20504994,504994 (2011 JU2),1.492,,20.986645291668776,1.148900438981577e+21,1.04e+03,0.268,504994,,Y,N,0,18.41,,,,,,,,0.035,,,,,,,,,0.72,27,2461000.5,61000,2025-11-21.0,J2000,0.4603,2.014,1.087,56.10,47.22,301.29,322.68,2.94,0.3448,2461108.73,2026-03-09.2,2.86,104,3.12,3.2,1.4e-07,6.4e-08,2.6e-07,6.3e-05,1.4e-05,2.8e-05,6.5e-05,9.3e-08,1.6e-08,1.9e-04,5.0e-05,AMO,Otto Matic,2370,2011-05-03,2017-10-28,130,,,0,.48289,,,,,,,,,
20516984,516984 (2012 PN28),1.824,,22.323524035222047,2.3751437086702033e+21,868,0.152,516984,,Y,N,0,18.26,,,,,,,,0.040,,,,,,,,,0.24,53,2461000.5,61000,2025-11-21.0,J2000,0.5316,1.78,0.834,24.48,319.03,174.92,76.09,2.73,0.4149,2460817.11,2025-05-21.6,2.38,59.1,2.34,3.82,1.9e-07,2.1e-08,3.3e-07,2.1e-05,2.8e-05,3.0e-05,1.5e-05,3.3e-08,7.4e-09,3.6e-05,1.6e-05,APO,Otto Matic,5197,2010-07-07,2024-09-28,177,,,0,.63143,,,,,,,,,
20011885, 11885 Summanus (1990 SS),1.298,Summanus,22.822616435844942,8.946328101155993e+20,812,0.0664,11885,,Y,N,0,18.52,,,,,,,,0.033,7.368,,,,,,,,0.45,82,2461000.5,61000,2025-11-21.0,J2000,0.4745,1.703,0.895,19.43,359.76,116.23,236.65,2.51,0.4434,2461278.70,2026-08-26.2,2.22,25.8,2.77,4,3.6e-08,1.9e-09,6.1e-08,1.1e-05,9.2e-06,1.1e-05,6.6e-06,2.8e-09,7.3e-10,1.5e-05,1.3e-06,APO,Otto Matic,12032,1990-09-25,2023-09-04,397,,,0,.48297,,,,,,,,,
20140288,140288 (2001 SN289),1.263,,22.298483619000894,7.867750764054514e+20,870,0.0189,140288,,Y,Y,0,16.74,,,,,,,,0.231,6.58,,,,,,,,0.04,JPL 111,2461000.5,61000,2025-11-21.0,J2000,0.5082,1.784,0.877,53.19,357.06,225.63,149.86,2.69,0.4136,2460638.16,2024-11-23.6,2.38,7.35,2.72,3.52,9.2e-10,7.4e-10,1.7e-09,5.4e-07,1.2e-06,7.9e-07,9.8e-07,1.1e-09,2.6e-10,2.1e-06,5.4e-07,APO,Otto Matic,10642,1996-08-14,2025-10-03,524,,,0,.58342,,,,,,,,,
20841631,841631 (2015 OS35),1.417,,19.84230676231497,8.797995817963186e+20,1.23e+03,0.26,841631,,Y,N,0,19.00,,,,,,,,0.020,,,,,,,,,0.01,JPL 44,2461000.5,61000,2025-11-21.0,J2000,0.5204,2.253,1.080,18.52,276.01,76.49,12.34,3.42,0.2915,2460958.19,2025-10-09.6,3.38,101,2.44,3.38,1.5e-07,4.6e-08,3.6e-07,2.8e-05,2.6e-05,4.0e-05,2.7e-05,6.9e-08,8.9e-09,9.0e-05,3.8e-05,AMO,Otto Matic,3681,2015-07-22,2025-08-19,183,,,0,.41926,,,,,,,,,
20054789, 54789 (2001 MZ7),1.567,,22.348648999882414,1.5093828813885195e+21,864,0.292,54789,,Y,N,0,15.08,,,,,,,,0.856,37.57,,,,,,,,0.03,JPL 847,2461000.5,61000,2025-11-21.0,J2000,0.2874,1.776,1.266,24.47,130.05,20.05,231.99,2.29,0.4164,2461307.90,2026-09-24.4,2.37,114,2.77,3.95,5.1e-10,4.6e-10,1.2e-09,5.5e-08,1.6e-07,1.7e-07,6.8e-07,5.9e-10,1.6e-10,1.8e-06,3.4e-07,AMO,Otto Matic,17140,1978-10-25,2025-09-28,9854,,,0,.29799,,,,,,,,,
20007889,  7889 (1994 LX),1.68,,26.5120358267841,2.6176036191421984e+21,518,0.155,7889,,Y,N,1,15.24,,,,,,,,0.452,2.741,,,,,V,,,0.07,JPL 621,2461000.5,61000,2025-11-21.0,J2000,0.3463,1.262,0.825,36.91,111.26,349.20,255.30,1.70,0.6956,2461151.02,2026-04-20.5,1.42,60.3,3.47,4.86,5.5e-10,4.8e-11,6.9e-10,7.2e-08,9.5e-08,1.1e-07,1.9e-07,6.5e-11,4.0e-11,2.8e-07,3.0e-08,APO,Otto Matic,17560,1977-08-10,2025-09-07,6482,2,2,0,.26552,,,,,,,,,
20614603,614603 (2010 CM),1.168,,18.37215390858884,4.224142491031176e+20,1.56e+03,0.268,614603,,Y,N,0,18.52,,,,,,,,0.057,,,,,,,,,0.23,35,2461000.5,61000,2025-11-21.0,J2000,0.5299,2.628,1.236,7.43,124.95,94.41,220.40,4.02,0.2313,2461604.08,2027-07-17.5,4.26,104,1.07,3.17,9.5e-08,3.0e-08,2.4e-07,8.7e-06,6.4e-05,6.6e-05,4.2e-06,4.6e-08,4.0e-09,2.2e-05,2.7e-05,AMO,Otto Matic,7619,2002-08-18,2023-06-28,128,,,0,.48784,,,,,,,,,
20054686, 54686 (2001 DU8),1.349,,22.34235980628669,9.624624913762023e+20,865,0.434,54686,,Y,N,0,16.61,,,,,,,,0.244,9.958,,,,,S,,,0.46,253,2461000.5,61000,2025-11-21.0,J2000,0.3418,1.777,1.170,33.21,161.68,265.93,213.83,2.38,0.4161,2461351.75,2026-11-07.2,2.37,169,3.34,3.85,1.9e-09,5.5e-10,3.1e-09,1.7e-07,2.0e-07,2.9e-07,7.6e-07,7.4e-10,1.9e-10,2.0e-06,4.0e-07,AMO,Otto Matic,13364,1988-12-03,2025-07-06,1444,,,0,.50693,,,,,,,,,
20002102,  2102 Tantalus (1975 YA),1.649,Tantalus,26.22272981616608,2.421629222957321e+21,535,0.0426,2102,,Y,Y,0,16.00,,,,,,,,0.245,2.384,,,,,Q,,,0.04,JPL 261,2461000.5,61000,2025-11-21.0,J2000,0.2994,1.29,0.904,64.01,94.35,61.50,347.36,1.68,0.6726,2461019.30,2025-12-09.7,1.47,16.6,3.77,4.45,4.3e-10,2.5e-10,5.9e-10,8.9e-08,8.7e-08,1.2e-07,6.3e-07,3.2e-10,1.9e-10,9.5e-07,1.5e-07,APO,Otto Matic,18167,1976-01-02,2025-09-28,2154,1,0,0,.38805,,,,,,,,,
20331792,331792 (2003 MT2),1.275,,18.17271230433931,5.3760083942041204e+20,1.61e+03,0.372,331792,,Y,N,0,15.89,,,,,,,,0.499,,,,,,,,,0.23,JPL 244,2461000.5,61000,2025-11-21.0,J2000,0.5337,2.686,1.252,27.92,305.08,304.51,49.53,4.12,0.224,2460779.34,2025-04-13.8,4.4,145,1.78,3.01,2.1e-09,4.3e-09,4.9e-09,2.5e-07,3.0e-07,4.3e-07,1.9e-06,6.6e-09,5.4e-10,7.9e-06,3.9e-06,AMO,Otto Matic,10102,1998-01-28,2025-09-25,1452,,,0,.4283,,,,,,,,,
20413192,413192 (2002 VY94),2.16,,16.53352303696567,2.1636247686762623e+21,2.14e+03,0.174,413192,,Y,N,0,16.90,,,,,,,,0.043,,,,,,,,,0.01,99,2461000.5,61000,2025-11-21.0,J2000,0.6571,3.245,1.113,9.12,280.80,233.36,306.43,5.38,0.1686,2461318.22,2026-10-04.7,5.85,67.9,0.546,2.78,4.0e-08,2.8e-08,1.2e-07,1.0e-05,4.7e-05,4.8e-05,1.0e-05,4.6e-08,2.1e-09,6.4e-05,2.7e-05,AMO,Otto Matic,6790,2002-11-14,2021-06-17,695,,,0,.35912,,,,,,,,,
20052762, 52762 (1998 MT24),6.742,,19.161269995743005,8.836996984378544e+22,1.37e+03,0.137,52762,,Y,N,0,14.81,,,,,,,,0.051,12.08,,,,,,,,0.19,JPL 229,2461000.5,61000,2025-11-21.0,J2000,0.6532,2.416,0.838,33.87,308.95,254.51,134.20,3.99,0.2625,2460489.27,2024-06-27.7,3.75,53.4,2.44,3.01,1.7e-09,3.2e-09,4.5e-09,1.4e-07,3.1e-07,6.2e-07,1.7e-06,5.2e-09,5.2e-10,5.7e-06,2.7e-06,APO,Otto Matic,26299,1953-10-02,2025-10-03,1266,,,0,.50322,,,,,,,,,
20676261,676261 (2016 EE156),1.99,,18.553059874433547,2.1304934476541387e+21,1.51e+03,0.478,676261,,Y,N,0,17.89,,,,,,,,0.031,,,,,,,,,0.14,70,2461000.5,61000,2025-11-21.0,J2000,0.8113,2.577,0.486,29.01,134.05,175.73,97.64,4.67,0.2383,2460590.75,2024-10-07.2,4.14,186,0.671,2.74,4.0e-08,2.7e-08,9.9e-08,7.8e-06,1.8e-05,2.2e-05,1.0e-05,4.9e-08,3.8e-09,3.8e-05,2.4e-05,APO,Otto Matic,3236,2016-02-28,2025-01-07,360,,,0,.44022,,,,,,,,,
20501878,501878 (2014 WF365),2.177,,19.794044584848077,3.1749307476203395e+21,1.24e+03,0.287,501878,,Y,N,0,17.25,,,,,,,,0.049,,,,,,,,,0.02,60,2461000.5,61000,2025-11-21.0,J2000,0.7616,2.264,0.540,17.82,165.68,15.23,44.38,3.99,0.2894,2460847.15,2025-06-20.6,3.41,112,1.01,3.11,3.7e-08,2.0e-08,8.4e-08,6.9e-06,1.9e-05,2.0e-05,1.2e-05,3.6e-08,3.9e-09,4.1e-05,1.7e-05,APO,Otto Matic,6262,2007-10-11,2024-12-02,238,,,0,.48958,,,,,,,,,
20184990,184990 (2006 KE89),2.039,,29.024087175930838,5.608654636549271e+21,395,0.23,184990,,Y,N,0,16.40,,,,,,,,0.117,2.5435,,,,,,,,0.15,351,2461000.5,61000,2025-11-21.0,J2000,0.7990,1.053,0.212,45.12,88.59,299.23,321.19,1.89,0.9117,2461043.07,2026-01-02.5,1.08,89.6,4.01,5.32,5.7e-09,7.8e-10,6.1e-09,3.4e-07,9.0e-07,4.8e-07,3.7e-06,1.4e-09,1.0e-09,4.1e-06,4.4e-07,APO,Otto Matic,11331,1994-06-06,2025-06-14,2495,,,0,.45708,,,,,,,,,
20138013,138013 (2000 CN101),3.518,,23.560492683143956,1.898218154112993e+22,738,0.108,138013,,Y,N,0,14.72,,,,,,,,0.172,,,,,,,,,0.23,298,2461000.5,61000,2025-11-21.0,J2000,0.6348,1.598,0.584,15.98,183.30,118.76,140.95,2.61,0.4878,2460711.53,2025-02-05.0,2.02,42.1,2.81,4.08,1.1e-08,1.5e-09,1.8e-08,2.1e-07,1.3e-06,3.6e-06,1.1e-05,2.4e-09,6.8e-10,2.3e-05,1.0e-06,APO,Otto Matic,14639,1984-03-07,2024-04-05,1430,,,0,.55368,,,,,,,,,
20003554,  3554 Amun (1986 EB),3.341,Amun,30.178196147477554,2.6675088086143762e+22,351,0.25,3554,,Y,N,0,15.91,,,,,,,,0.074,2.53001,,0.707,0.235,,,,,0.02,265,2461000.5,61000,2025-11-21.0,J2000,0.2806,0.974,0.701,23.36,358.60,359.41,276.71,1.25,1.025,2461081.73,2026-02-10.2,0.961,97.2,4.19,6.11,3.3e-09,1.7e-10,3.3e-09,1.4e-07,2.2e-07,6.5e-07,1.3e-06,2.2e-10,2.7e-10,1.3e-06,9.3e-08,ATE,Otto Matic,12044,1986-03-04,2019-02-23,1979,,,0,.51991,,,,,,,,,
20006178,  6178 (1986 DA),2.3,,17.754592498021378,3.012276315761187e+21,1.72e+03,0.178,6178,,Y,N,0,15.71,,,,,,,,0.15,3.5002,,0.677,0.267,,,,,,JPL 238,2461000.5,61000,2025-11-21.0,J2000,0.5848,2.814,1.168,4.31,64.48,127.47,138.36,4.46,0.2088,2460337.94,2024-01-28.4,4.72,69.3,0.526,3.04,1.7e-08,5.7e-09,4.9e-08,3.8e-06,5.2e-05,5.2e-05,4.0e-06,9.0e-09,6.3e-10,1.7e-05,5.2e-06,AMO,Otto Matic,17602,1977-07-17,2025-09-25,1368,1,1,0,.44683,,,,,,,,,
20004954,  4954 Eric (1990 SQ),10.8,Eric,21.05470743586589,4.385908529706693e+23,1.03e+03,0.194,4954,,Y,N,0,12.56,,,,,,,,0.176,12.056,,,,,S,,,,JPL 994,2461000.5,61000,2025-11-21.0,J2000,0.4494,2.001,1.102,17.43,358.40,52.62,127.17,2.90,0.3481,2460635.17,2024-11-20.6,2.83,75.6,2.7,3.66,6.1e-10,5.8e-10,1.2e-09,2.8e-08,1.3e-07,3.4e-07,4.8e-07,8.4e-10,1.5e-10,1.4e-06,4.5e-07,AMO,Otto Matic,18292,1975-06-07,2025-07-06,7342,,,0,.36179,,,,,,,,,
20005646,  5646 (1990 TR),4.3,,20.34044101381951,2.583544687362187e+22,1.15e+03,0.211,5646,,Y,N,1,15.51,,,,,,,,0.223,3.1999,,,,,U,,,,449,2461000.5,61000,2025-11-21.0,J2000,0.4358,2.144,1.210,7.91,14.07,335.82,80.51,3.08,0.3139,2460744.02,2025-03-09.5,3.14,82.3,2.36,3.57,1.7e-09,6.5e-10,3.6e-09,2.0e-07,1.3e-06,1.3e-06,5.8e-07,9.4e-10,1.4e-10,1.7e-06,5.2e-07,AMO,Otto Matic,12448,1990-05-03,2024-06-01,2538,,,0,.45858,,,,,,,,,
20016834, 16834 (1997 WU22),1.87,,24.581576239373685,3.103374278063781e+21,650,0.147,16834,,Y,N,0,15.75,,,,,,,,0.22,9.345,,,,,S,,,,JPL 738,2461000.5,61000,2025-11-21.0,J2000,0.4422,1.468,0.819,16.00,260.75,334.40,109.14,2.12,0.5542,2460803.56,2025-05-08.0,1.78,57.3,2.93,4.46,5.7e-10,1.5e-10,8.2e-10,5.5e-08,2.6e-07,3.1e-07,3.7e-07,2.1e-10,8.2e-11,6.5e-07,9.7e-08,APO,Otto Matic,13509,1988-10-08,2025-10-03,4724,1,0,0,.32792,,,,,,,,,
20088263, 88263 (2001 KQ1),5.748,,20.567122755694182,6.309388067579664e+22,1.11e+03,0.375,88263,,Y,N,0,15.69,,,,,,,,0.037,13.17,,,,,,,,0.03,431,2461000.5,61000,2025-11-21.0,J2000,0.4326,2.097,1.190,38.79,232.82,241.58,89.70,3.00,0.3246,2460724.18,2025-02-17.6,3.04,146,2.86,3.37,1.2e-09,2.1e-10,2.6e-09,1.6e-07,1.5e-07,2.6e-07,2.4e-07,3.0e-10,4.9e-11,6.9e-07,1.7e-07,AMO,Otto Matic,9888,1998-05-05,2025-05-31,2518,,,0,.36969,,,,,,,,,
20005332,  5332 Davidaguilar (1990 DA),3.6,Davidaguilar,20.25090776804756,1.50274874881305e+22,1.16e+03,0.305,5332,,Y,N,0,14.96,,,,,,,,,5.803,,,,,,,,,JPL 603,2461000.5,61000,2025-11-21.0,J2000,0.4556,2.163,1.178,25.52,142.76,306.09,103.48,3.15,0.3097,2460666.41,2024-12-21.9,3.18,119,2.37,3.44,1.4e-09,1.1e-09,2.7e-09,1.1e-07,3.6e-07,6.0e-07,6.5e-07,1.6e-09,2.4e-10,2.0e-06,9.0e-07,AMO,Otto Matic,18899,1973-10-18,2025-07-16,7427,,,0,.30334,,,,,,,,,
20451124,451124 (2009 KC3),2.188,,16.62341469850057,2.2733814540971291e+21,2.1e+03,0.00649,451124,,Y,Y,0,18.08,,,,,,,,0.023,,,,,,,,,0.45,99,2461000.5,61000,2025-11-21.0,J2000,0.6984,3.21,0.968,10.01,340.11,337.26,300.39,5.45,0.1714,2461348.31,2026-11-03.8,5.75,2.53,0.149,2.73,3.5e-08,3.2e-07,4.2e-08,5.1e-06,1.0e-05,1.2e-05,1.6e-04,5.5e-07,2.6e-08,9.9e-04,3.2e-04,APO,Otto Matic,2394,2009-05-04,2015-11-23,456,11,8,1,.33781,,,,,,,,,
20137805,137805 (1999 YK5),2.243,,32.70323686396414,9.478927071039686e+21,276,0.114,137805,,Y,N,0,16.72,,,,,,,,0.027,3.93,,,,,X,,,0.03,JPL 441,2461000.5,61000,2025-11-21.0,J2000,0.5583,0.8294,0.366,16.75,349.51,292.88,252.59,1.29,1.305,2461082.82,2026-02-11.3,0.755,44.5,3.93,6.91,9.5e-09,5.7e-10,8.0e-09,1.5e-07,1.1e-06,1.3e-06,4.9e-06,8.8e-10,1.3e-09,3.8e-06,2.8e-07,ATE,Otto Matic,9217,1999-12-29,2025-03-24,2235,,,0,.37587,,,,,,,,,
20068348, 68348 (2001 LO7),3.512,,20.288461639465574,1.4003985079976044e+22,1.16e+03,0.386,68348,,Y,N,0,14.27,,,,,,,,0.299,3.3313,,,,,,,,0.13,325,2461000.5,61000,2025-11-21.0,J2000,0.8409,2.155,0.343,25.36,236.23,181.67,177.38,3.97,0.3115,2460431.01,2024-04-30.5,3.16,150,1.42,3.04,9.4e-10,1.2e-09,2.1e-09,9.6e-08,1.5e-07,1.8e-07,7.0e-07,2.1e-09,2.5e-10,1.8e-06,9.4e-07,APO,Otto Matic,25951,1954-06-02,2025-06-20,1584,,,0,.45276,,,,,,,,,
20136874,136874 (1998 FH74),3.398,,20.070772953262843,1.2413327146844032e+22,1.19e+03,0.236,136874,,Y,N,0,15.75,,,,,,,,0.073,28.55,,,,,,,,0.13,287,2461000.5,61000,2025-11-21.0,J2000,0.8840,2.202,0.255,21.14,197.53,193.41,215.32,4.15,0.3015,2461480.31,2027-03-15.8,3.27,91.7,1.33,2.93,1.3e-08,4.6e-09,2.9e-08,3.2e-06,8.1e-06,7.9e-06,5.0e-06,8.6e-09,9.4e-10,1.8e-05,3.7e-06,APO,Otto Matic,10981,1995-05-04,2025-05-27,1499,,,0,.48871,,,,,,,,,
20005836,  5836 (1993 MF),2.754,,19.070709700505226,5.966441676407436e+21,1.39e+03,0.18,5836,,Y,N,0,14.99,,,,,,,,0.156,4.9543,,,,,S,,,0.81,383,2461000.5,61000,2025-11-21.0,J2000,0.5383,2.439,1.126,7.93,238.59,78.15,162.94,3.75,0.2588,2460370.82,2024-03-01.3,3.81,69.9,1.7,3.28,1.7e-09,1.4e-09,4.1e-09,1.3e-07,1.6e-06,1.5e-06,6.3e-07,2.1e-09,2.2e-10,2.0e-06,1.2e-06,AMO,Otto Matic,15979,1981-04-26,2025-01-24,2340,,,0,.49987,,,,,,,,,
20086039, 86039 (1999 NC43),2.22,,22.450003937095,4.3309348201850806e+21,853,0.025,86039,,Y,Y,0,15.95,,,,,,,,0.14,122.2,,,,,Q,,,,JPL 333,2461000.5,61000,2025-11-21.0,J2000,0.5789,1.76,0.741,7.13,311.62,120.82,26.21,2.78,0.4222,2460938.43,2025-09-19.9,2.33,9.74,2.58,3.9,3.3e-08,1.8e-09,5.8e-08,4.4e-06,2.7e-05,2.7e-05,4.2e-06,2.9e-09,6.6e-10,9.9e-06,1.3e-06,APO,Otto Matic,9608,1999-06-11,2025-09-30,1724,,,0,.42191,,,,,,,,,
20066146, 66146 (1998 TU3),2.864,,33.56197226595871,2.0782791020877256e+22,255,0.0738,66146,,Y,N,0,14.36,,,,,,,,0.224,2.375,,,,,,,,1.17,450,2461000.5,61000,2025-11-21.0,J2000,0.4837,0.7875,0.407,5.42,101.88,84.99,74.77,1.17,1.41,2460947.48,2025-09-28.9,0.699,28.7,3.79,7.29,2.9e-09,1.8e-10,2.2e-09,4.8e-08,9.0e-07,1.0e-06,2.2e-06,2.6e-10,4.7e-10,1.6e-06,8.5e-08,ATE,Otto Matic,15321,1982-12-04,2024-11-14,2384,,,0,.37209,,,,,,,,,
